,id,brand,name,lat,lng,vicinity
108,ChIJBQaXhInJlzMRLueP56HbsKM,Tim Hortons,Tim Hortons Paseo,14.5540696,121.0193077,"111 Paseo De Roxas Cor, 1229, Legazpi Street, Legazpi Village, Makati"
109,ChIJK2_bHW3JlzMR8WQhhsP9eUY,Tim Hortons,Tim Hortons,14.5614873,121.0218213,"H.V. Dela Costa, Makati"
110,ChIJv6Bp-wjJlzMRpa9ISX9TuxM,Coffee Project,Coffee Project,14.560476,121.0191587,"107 L.P. Leviste Street, Makati"
111,ChIJZ26dxhHJlzMRAL85izzlbBU,Coffee Project,Coffee Project,14.552718,121.0182289,"100 Aguirre, Legazpi Village, Makati"
112,ChIJiVV0QnnJlzMRJEabbupu37o,Coffee Project,Coffee Project,14.5629858,120.9947977,"Vista Taft, G/F, 2587 Taft Ave, Malate, Maynila"
114,ChIJzZzpK_rNlzMRidPSXwME0yk,Coffee Project,Coffee Project,14.4508993,120.9787339,Las Pinas
115,ChIJLdr-6pHJlzMR-afLlvgjaQ8,Coffee Project,Coffee Project,14.5488869,121.0139561,"2216, 1233 Chino Roces Ave, Makati"
116,ChIJsz3AalbJlzMRHCvucRCtYec,Coffee Project,Coffee Project | Scape Building,14.5330755,120.989152,"Scape Building, 24 Diosdado Macapagal Blvd, Pasay"
117,ChIJD8UN1mDSlzMRvM_HNAjGpd0,Coffee Project,Coffee Project,14.4319067,120.9470792,"Km 19 Emilio Aguinaldo Hwy, Imus"
118,ChIJETeJxi0tljMRvrY066jDsK0,Coffee Project,Coffee Project,14.4257361,120.8915303,"Centennial Road, Kawit"
120,ChIJ8RLYctfNlzMRLuF4kt9R9Ts,Coffee Project,Coffee Project - Global South,14.4769184,120.9842443,"All Home C5, Carlos P. Garcia Ave Ext, Las Pinas"
121,ChIJbwBREcHTlzMRcqMKa0S_ZPA,Coffee Project,Coffee Project - NOMO,14.4355062,120.968678,"Vista Mall North Molino, Molino Boulevard, Bacoor"
122,ChIJQ0yundvTlzMRok0vE95Nz0c,Coffee Project,Faith Project Cafe,14.4476908,120.9409807,"G/F CNC Building, Tirona Hwy, Bacoor"
123,ChIJR8W_pd3TlzMRxzeqnQI_mC0,Coffee Bean and Tea Leaf,The Coffee Bean And Tea Leaf,14.3852075,120.9794843,"starmall Daang Hari Road, Molino IV, Bacoor"
124,ChIJY3beu5MsljMRACKnfKEL1yk,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.3963823,120.8656607,General Trias
125,ChIJG6ujmj_RlzMRBT9jZtFFm6w,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.3762656,121.0114951,"Lorenzo St, Almanza Dos, Las Pinas"
126,ChIJSbNS7pbVlzMRZdROdIoT76w,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.3005956,120.9569775,Dasmariñas
127,ChIJWwY-CLLTlzMRaFqVdQMzU9A,Starbucks,Starbucks,14.3817059,120.9579887,"Daang Hari Road, Imus"
128,ChIJ0UWlpz_RlzMRwYMIunCbCzw,Starbucks,Starbucks Evia,14.376104,121.012586,"Evia Lifestyle Center, Almanza Dos, Las Pinas"
129,ChIJObpos6rVlzMRG4kJLr6wRT0,Starbucks,Starbucks,14.3266252,120.9430541,"Congressional Rd, Pasong Lawin, Dasmariñas"
130,ChIJNdOiq3_TlzMRIKaT3nssPbc,Starbucks,Starbucks,14.3708626,120.9390919,"G/F Promenade, The District, Emilio Aguinaldo Hwy, Imus"
131,ChIJ-f1xvJMsljMR8RMO4XOH6yY,Starbucks,Starbucks,14.3964372,120.8658747,General Trias
132,ChIJH73jvm6AvTMRIyWQyj3Tdc4,Starbucks,Starbucks,14.2819142,120.8658803,Trece Martires
133,ChIJfc-5GAzRlzMR24YZ_Sw6Qds,Starbucks,Starbucks,14.3923789,121.0159011,"Tanauan St, Ayala Alabang, Muntinlupa"
134,ChIJ_cCkpZfVlzMR56SqX3gBTNI,Starbucks,Starbucks,14.3022204,120.9552083,"Governor's Dr, Dasmariñas"
135,ChIJ52hxVpbVlzMRTnlLk63qi6k,Starbucks,Starbucks,14.3010172,120.9571567,Dasmariñas
136,ChIJPWl1s1_VlzMRDsPg9o0BcDo,Starbucks,Starbucks,14.3536712,120.9065766,"The District, Imus"
137,ChIJyTA9r3_TlzMRNYGA1i_ZKm0,Starbucks,Starbucks,14.370647,120.939453,"The District, Emilio Aguinaldo Hwy Cor Daang Hari Rd, Anabu 2D, Imus"
138,ChIJnUbYmwKBvTMRKvfVg8Ma3rI,Starbucks,Starbucks,14.2820435,120.8658213,Trece Martires
139,ChIJbdE0ciorljMR-W-wQMHZoPk,Coffee Project,Coffee Project Tanza,14.3420821,120.8594873,Tanza
140,ChIJq59jBt3TlzMRaBcr1FjCmw4,Coffee Project,Coffee Project,14.3855463,120.9787262,"Vista Mall, Ground Floor, Daang Hari Road, Molino IV, Bacoor"
141,ChIJE6yJcj_RlzMROiE1ygbYI0w,Coffee Project,Coffee Project,14.3760246,121.0120738,"Evia Lifestyle Center, Daang Hari Road, Almanza Dos, Las Pinas"
142,ChIJayHwyoR_vTMRKLl5E673gXI,Coffee Project,Coffee Project Silang,14.2427843,120.9742164,Silang
143,ChIJ9YrM6ZrVlzMR4Yxl7vBRi08,Coffee Project,Coffee Project,14.317111,120.9437392,Dasmariñas
144,ChIJqc6JFibVlzMRwqSQmxYTdBg,Coffee Project,"Coffee Project, Vista Mall, General Trias",14.3232245,120.9122755,"Arnaldo Hwy, General Trias"
145,ChIJZ6p90h7VlzMRYomnn0hcwEk,Coffee Project,Coffee Project - All Builders Vibal,14.3263876,120.984751,"Princeton, Salawag, Dasmariñas"
146,ChIJLRz7c60tljMR4PTNeJImJqo,Coffee Project,Project Black Coffee & Tea,14.3896147,120.8489139,"Antero Soriano Hwy, Tanza"
147,ChIJ2zYySUXRlzMRIdd7-qvPpbo,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.3521109,121.0626401,"Ground Floor, Robinsons Galleria South, San Pedro"
151,ChIJ0ZiaNkjQlzMRgMQaMMCj7zk,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.4146477,121.0424286,"Festival Supermall Pedestrian Walkway, Alabang, Muntinlupa"
154,ChIJqZBtCszRlzMRbJU5qrLJuNQ,Starbucks,Starbucks Coffee,14.4227405,121.0290225,"Ground Level Corte de las Palmas Alabang Town Center, Commerce Ave, Ayala Alabang, Muntinlupa"
155,ChIJrcqXrN_RlzMRJXbIaBAd3Y8,Starbucks,Starbucks,14.4190191,121.0368222,"One Griffinstone, Commerce Ave, corner Spectrum Midway, Alabang, Muntinlupa"
156,ChIJzYmpicrPlzMRps_vzxJqJeo,Starbucks,Starbucks,14.4567235,121.0361295,"Santana Grove, Soreena St Cor Dr. A Santos Ave, San Antonio, Parañaque"
157,ChIJfyB5zkTRlzMRHCLzTGg_NUk,Starbucks,Starbucks Reserve,14.4210797,121.0341303,"Commerce Avenue Westgate Filinvest Corporate City, Alabang, Muntinlupa"
159,ChIJ_adR3gPPlzMRtSBs3WDv5SU,Starbucks,Starbucks,14.4836572,121.0375568,"1709, 45 Dona Soledad Ave, Parañaque"
160,ChIJaxBGIyzOlzMRzdiXqWYgCpI,Starbucks,Starbucks,14.4449402,121.0285153,Parañaque
161,ChIJUUu2OMzRlzMR0ILnA-BdV5E,Starbucks,Starbucks,14.4240794,121.029768,"Metro Gaisano Supermarket Alabang Town Center, Access Road, Ayala Alabang, Muntinlupa"
162,ChIJDSYpj-fRlzMR_IZbOUjyj14,Starbucks,Starbucks,14.4322515,121.0103055,"Almanza Uno, Las Pinas"
163,ChIJGVEaJUjQlzMRsu0yxIucnLQ,Starbucks,Starbucks,14.4149592,121.0429582,"Corporate Ave, Alabang, Muntinlupa"
164,ChIJdTEZ8zHQlzMRx4UxdwvTfIo,Starbucks,Starbucks,14.42509,121.039757,"207 Northgate Cyberzone, Northgate Filinvest Alabang, Muntinlupa"
166,ChIJn8Li4X3OlzMRkxO3Inyh_pA,Starbucks,Starbucks,14.484376,120.9924317,"Sm Sucat, 125 - 126 Dr Arcadio Santos Ave, Parañaque"
167,ChIJX6HjOAXPlzMRHo270du2RR8,Starbucks,Starbucks,14.4858802,121.0426335,"B, SM City Bicutan Building, 1700 Dona Soledad Ave, Parañaque"
168,ChIJm2Ea4hXXlzMRby2-46RPCf4,Starbucks,Starbucks,14.3309396,121.0507184,"Southwoods Ave, Biñan"
169,ChIJl_5F6EnQlzMRZYPZImFg5qE,Starbucks,Starbucks - Festival Supermall,14.4150991,121.0406544,"The River Park, Festival Supermall, Corporate Ave, Alabang, Muntinlupa"
171,ChIJG96C5T3OlzMRf3T73EqwILA,Starbucks,Starbucks,14.4554556,121.0116194,"Aguirre Ave, Parañaque"
172,ChIJ4ywZfM7RlzMRHA2ap-Tn4qE,Starbucks,Starbucks,14.425753,121.027395,"The Soderno @ Molito Lifestyle Center, molito, Ayala Alabang, Muntinlupa"
173,ChIJz-4AxMjRlzMRK2Y1ZUVdk7k,Starbucks,Starbucks,14.4239379,121.0236446,"Rustan's Sup-mkt Fresh, Acacia Ave, Ayala Alabang, Muntinlupa"
174,ChIJpegZEwXPlzMRDeYgXH-zwnM,Starbucks,Starbucks,14.4582176,121.0321984,"GF SM City Suct Dr. A. Bgy. 1707, Dr Arcadio Santos Ave, Parañaque"
175,ChIJxYbrsmHPlzMRzPrzhycA2jo,Starbucks,Starbucks,14.4464185,121.0457157,"East Bay Residences along KM21, E Service Rd, Muntinlupa"
176,ChIJj04qhe3PlzMRy9rA1BWGBRY,Starbucks,Starbucks East Bay Residences,14.4472337,121.0473705,"K21 E Service Rd, East Bay Residences, Muntinlupa"
177,ChIJc__zUTXOlzMRih3y0p3NTAQ,Starbucks,Starbucks,14.457667,121.033129,"SM BF, Dr. A. Santos Cor President's Ave., Parañaque"
178,ChIJI972kNLQlzMRWf2hykipGF8,Starbucks,Starbucks,14.3556764,121.044979,"Petron, South Travel Plaza, South Luzon Tollway, San Antonio, San Pedro 4023"
180,ChIJla_WvC_RlzMRmBBUSOhW-TY,Starbucks,Starbucks,14.3524306,121.0620122,"Level 1, Robinsons Galleria South, KM. 31, National Highway, Brgy, San Pedro"
181,ChIJySVF3_7QlzMRR7mKo5pV0fE,Starbucks,Starbucks,14.3929077,121.0381143,"SLT - Emergency Medical Service, Putatan, Muntinlupa"
182,ChIJx0q-n83QlzMRC-fkFLRlCO8,Starbucks,Starbucks,14.3557719,121.0461533,"San Pedro, San Antonio, Caltex Super Station, South Luzon Tollway, North Bound, Pedro, Laguna San"
184,ChIJFcPbXf3RlzMRbB1E58ca3f0,Starbucks,Starbucks,14.4424336,120.9982402,"Unit# G - 39 & 48 - 49, 345 Alabang–Zapote Road, Las Pinas"
185,ChIJty5J3_7QlzMRnYUOhntQsKA,Starbucks,Starbucks,14.3929332,121.0381167,"Shell SLT Southbound, S Luzon Expy, Putatan, Muntinlupa"
187,ChIJsenwUwHRlzMRZz3mEVvLr5Q,Starbucks,Starbucks,14.3772182,121.0449687,"SM Center, Tunasan, Muntinlupa"
188,ChIJjeYGGcXPlzMRn3xvNkA0xsw,Starbucks,Starbucks,14.447333,121.047319,East Bay Residences KM 21 Muntinlupa City
189,ChIJy99cnl_PlzMR632dzkz_n_M,Starbucks,Starbucks café,14.5055716,121.0336086,"Unnamed Road, Manila, 1709"
190,ChIJacqu5fTRlzMRS43oE8uSxpY,Starbucks,Starbucks - Madison Galeries,14.434429,121.0420046,"1771 Don Jesus Blvd, Cupang, Muntinlupa"
191,ChIJF4m8_IPPlzMRXwUHNF4l8ZE,Starbucks,Starbucks Cofee,14.5024582,121.0162557,Pasay
192,ChIJAZfyE6fRlzMR8Ct9NT1lTcs,Starbucks,Starbucks,14.416637,121.0400352,"Festival Supermall, Commerce Ave, Alabang, Muntinlupa"
193,ChIJz722PCzOlzMRzwVoV6Dqkkc,Starbucks,Starbucks Aguirre corner President's Avenue,14.4449692,121.0285194,"8272 President's Ave, Parañaque"
195,ChIJC6-16UHRlzMR99OE5ivgK_U,Tim Hortons,Tim Hortons,14.4160009,121.0427016,"UGF Festival Mall Expansion, Civic Drive, Filinvest Corporate City, Muntinlupa"
201,ChIJlW7auWHTlzMRWAotqQrbAqc,Starbucks,Starbucks - Robertson Plaza,14.4368712,120.9051505,"R-1, Kawit"
202,ChIJtYXi8vAsljMRRjm_wwRaew4,Starbucks,Starbucks,14.4098087,120.8578964,"SM City Rosario, Gen. Trias Dr, Tajeros Convention, Rosario City"
4,ChIJ44svG6jRrjMRSBUExIppK5I,Coffee Bean and Tea Leaf,Sharetea,10.680209,122.9543242,"15th St, Bacolod"
11,ChIJ2QnwUK3RrjMRINW1G7hJgDg,Starbucks,KUPPA,10.6719744,122.943748,"SM City Northwing, Bacolod"
12,ChIJudcA5AjRrjMRpNX_n2q53yE,Starbucks,BLK6 LT14 Cakery,10.6835155,122.9574605,"Unit 1D Del Rio 2 Building, San Agustin Dr, Bacolod"
13,ChIJsWiJaOLGrjMR9TeYCaHSRSc,Starbucks,Shell Select,10.538804,122.8387076,"Araneta Avenue, Bago City"
1,ChIJbVtvs0KhkTMRDA4nTktrHPs,Starbucks,Starbucks,16.41237,120.597867,"Porta Vaga Mall, Session Rd, Baguio"
2,ChIJ4ShtVkKhkTMRdHy1WU4KqOI,Starbucks,Starbucks,16.4086546,120.5998232,"Upper G/F, SM City Baguio, Luneta Hill, Upper Session Rd, Baguio"
3,ChIJETFrY96jkTMR5vLlSu92gmw,Starbucks,Gloria Jean's Coffees Hotel Supreme,16.4291884,120.5950233,"Hotel Supreme Convention Plaza, 113 Magsaysay Ave, Baguio"
4,ChIJ68yg8WehkTMRi0CyyC4d2gY,Starbucks,Beans Talk,16.4134475,120.596429,"MPB Building, 45 Session Rd, Baguio"
5,ChIJ9Wzl-RWhkTMRthCjyMt-OFo,Starbucks,Seattle's Best Coffee,16.410175,120.5994579,"SM Baguio Rd, Baguio"
9,ChIJtWSoHTahkTMR5oeKnFfmvSU,Starbucks,Figaro Coffee Company - Camp John Hay,16.399216,120.613328,"Old Motorpool Building, Ordonio Drive, Camp John Hay, Baguio 2600 Benguet, Ordonio Dr, Camp John Hay, Baguio"
1,ChIJoxN_mABAljMRz6G0o9G1FeM,Starbucks,Starbucks,14.6765294,120.5325133,"Capitol Dr, City of Balanga"
2,ChIJiQGWzghAljMRujthRcIrOSg,Starbucks,Plaza Brew Coffee Company,14.679667,120.541293,"GF The Plaza Hotel Balanga City, 80 JP Rizal Street, Poblacion, City of Balanga"
3,ChIJx9jQ0Jk_ljMROmeBKe64GVI,Starbucks,The Coffee Bean & Tea Leaf,14.6548699,120.5332934,"Roman Superhighway, City of Balanga"
4,ChIJy_rN-t0_ljMRBpo-yGYu2Zg,Coffee Project,Coffee Project,14.6549377,120.5337384,"Level 1 Vista Mall Bataan, Brgy. Cupang Central, Roman Superhighway, City of Balanga"
1,ChIJfzf9OfDHjjMRTs7DTlC0X6w,Starbucks,Starbucks Coffee,18.1799478,120.5913351,"Robinsons Ilocos, Ground Floor, San Nicolas"
2,ChIJY8RjuSfGjjMRa6Tig0oLQcc,Starbucks,Joe 10's Coffee Shop,18.1980615,120.5872504,"27 Hernando, Laoag City"
3,ChIJqba65T_AjjMRYk1cDWFRq3g,Starbucks,WEN Cafe,18.0567432,120.5519411,Batac
1,ChIJ4x8RjkgFvTMRt0sM70CRDBE,Starbucks,Starbucks,13.7556981,121.0689204,"SM, Pallocan St Unit 1101, Ground Floor, Batangas"
1,ChIJixE8BC_rATMRUA18l48V-qw,Coffee Project,Coffee Project Butuan,8.9586024,125.592291,"Agusan-Misamis Oriental Road, Butuan City"
1,ChIJwXNyNu0olzMRMOkhD162xiU,Starbucks,Starbucks,15.4667408,120.954752,"3100, 112 Pan-Philippine Hwy, Cabanatuan City"
2,ChIJd7-zGfEolzMRWK_Ja6GewyM,Starbucks,La Beato,15.4892214,120.9744751,"30th Street, Cabanatuan City"
4,ChIJ5dxxX7QnlzMRywMBrRdvaM8,Starbucks,Highlands Coffee,15.4233147,120.9387023,Santa Rosa
2,ChIJ41TUS0bQlzMRezbD6jG3KoY,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf - Ayala Malls South Park,14.4121371,121.0466243,"148 National Road, Alabang, Muntinlupa"
3,ChIJl_c6cMzRlzMRQ6j-RPy2Tc0,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.4231516,121.0298105,"Ground Level Alabang Town Center, Ayala Alabang, Muntinlupa"
4,ChIJt2gjkNLQlzMRSxrc0CpRpFk,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf,14.3554906,121.0441436,"Adelina Dr, San Antonio, San Pedro"
6,ChIJ6zBo_hXXlzMRjeBfJvR9-sw,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.3315155,121.0508217,"Southwoods Ave, Biñan"
10,ChIJySlQZkjQlzMR0CN8cg8qbJQ,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.4133169,121.0437582,"Ground Floor Foyer, Asian Hospital and Medical Center, 2205 Civic Drive, Filinvest Corporate City, Alabang, Muntinlupa"
12,ChIJM-NY3_7QlzMRkTO7KWmz32E,Starbucks,Starbucks,14.3928924,121.0381014,"Putatan, Muntinlupa"
13,ChIJA3S6d-fZlzMRou1fDO8TKHY,Starbucks,Starbucks,14.3271037,121.0879884,"Pavilion Mall, Manila S Rd, Biñan"
14,ChIJ0wnroCjYlzMRRcnzbXbGJLc,Starbucks,Starbucks,14.2967824,121.0822307,"S Luzon Expy, Biñan"
21,ChIJsQVRmc7RlzMR8zEV_kdaXIM,Starbucks,Starbucks,14.4245028,121.0273865,"Molito Complex Madrigal Ave, Ayala Alabang, Muntinlupa"
24,ChIJ2Y1Mm8jZlzMRtxYpUDBI37k,Starbucks,Starbucks,14.3143521,121.0988642,Santa Rosa
25,ChIJ0RcpIXnXlzMR_hLkp3ydXUg,Starbucks,Starbucks,14.3108333,121.0725,"Shell Service Station, South Luzon Tollway, Northbound, Binan 4024"
35,ChIJ5_6Ek4DXlzMRwZYc5XFgxEQ,Starbucks,Starbucks,14.3036345,121.0781493,"South Hub - Caltex SLEX, Mamplasan Road, Biñan"
37,ChIJzTssRczRlzMRofEYpM69Nxk,Starbucks,Starbucks Coffee,14.4240778,121.02977,"Lower Ground Level Metro Gaisano (Supermarket area) Alabang Town Center, Alabang–Zapote Road, Ayala Alabang, Muntinlupa"
41,ChIJX930mt3RlzMRCiiuDKsSh04,Starbucks,Starbucks Axis Tower 1,14.4240469,121.0375434,"Axis One, Filinvest Ave, Northgate Ave, Alabang, Muntinlupa"
45,ChIJc37XSDjQlzMRJmuGjW5dq58,Coffee Project,The Coffee Project,14.4171919,121.046343,"Star Mall, South Super Highway, Alabang, Muntinlupa"
46,ChIJy03Gp0nYlzMRfIvp71gBJEQ,Coffee Project,Coffee Project,14.2962815,121.1050522,"4026 Santa Rosa - Tagaytay Rd, Don Jose, Santa Rosa"
48,ChIJH16TpSJ9vTMRMzBnhO9HyRo,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.2375411,121.0566673,"GFF-3 Bldg. H Solenad 3 Mall, Santa Rosa - Tagaytay Rd, Santa Rosa"
49,ChIJcaJFrUB6vTMRUJNM-u8bbfw,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf Crosswinds,14.1362515,121.011223,Tagaytay
50,ChIJk11Kq6FjvTMRbb72quUHNqY,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.1976101,121.1618147,"Proposed 3 Storey Commercial Building, National Hwy, 4027, Calamba"
51,ChIJAYpL0sdjvTMR4LkrHRHieNQ,Starbucks,Starbucks,14.2180785,121.1413393,Calamba
52,ChIJ9_gkvSJ9vTMRKFYdAb82ArY,Starbucks,Starbucks,14.2367885,121.057217,"Ground Floor, Bldg. D, Ayala Malls Solenad, 3 Nuvali Boulevard, Santa Rosa"
53,ChIJhRXKXc9jvTMR0NA7_qY8Vgs,Starbucks,Starbucks Coffee,14.2034888,121.1547283,"L1, SM City Calamba, 4027 National Highway, Real, Calamba"
54,ChIJfa7rnZVlvTMROlpE0PMxMec,Starbucks,Starbucks,14.111091,121.145187,"Governor Carpio Ave, Maharlika Highway, Santo Tomas"
56,ChIJj3pq8DZjvTMRCafO0-celhA,Coffee Project,Project ENYI : Coffee and Tea,14.2174775,121.1404205,Calamba
60,ChIJ40WewPJ9vTMRXP3936YQu7k,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.2479877,121.0480569,"Westborough Town Center, South Blvd, Silang"
61,ChIJTW3z4j19vTMRQetg2VgXh7M,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.2434544,121.0578865,"Vista Mall, Ground Floor, Santa Rosa - Tagaytay Rd, Don Jose, Santa Rosa"
64,ChIJ2V6lFnF5vTMRMQ0musEX4B8,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.1833345,120.9594639,"Unnamed Road, Silang"
68,ChIJXUoOevV9vTMRrjHFfccgKaE,Tim Hortons,Tim Hortons,14.2428472,121.0577977,"Vista Mall, Unit 140 G/F, Santa Rosa - Tagaytay Rd, Santa Rosa"
69,ChIJMazzZT59vTMRlev1_3juVko,Coffee Project,Coffee Project,14.24386,121.058585,"Vista Mall, Ground Floor, Santa Rosa - Tagaytay Rd, Santa Rosa"
1,ChIJE3LIxNzy_zIRUXpbTLZWY48,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,8.4849417,124.6514958,"Centrio Ayala Mall, Capt. Vicente Roa St, Cagayan de Oro"
2,ChIJMXF8EMPy_zIRsCZ69M0m7dI,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,8.4845534,124.6548014,"SM CDO Downtown Premier, Butuan - Cagayan de Oro - Iligan Rd, Cagayan de Oro"
3,ChIJ10-VC8GM_zIRf8zvwrzcy0k,Coffee Bean and Tea Leaf,Coffeeholic,8.456074599999999,124.6226855,"Entrance 3, SM City, Masterson Ave, Cagayan de Oro"
4,ChIJl9Qxhh_z_zIR6ql0R85chVw,Coffee Bean and Tea Leaf,Dave's Beanery Cafe,8.489361299999999,124.6392837,"Promenade Building, Highway Kauswagan, Cagayan de Oro"
5,ChIJY9gVCMLz_zIRFipDVNL78oI,Coffee Bean and Tea Leaf,MONSAN TEA ATELIER,8.4792554,124.6441584,"115 J.R. Borja St, Cagayan de Oro"
6,ChIJqXFA69zy_zIRif3e3ARC0Ys,Coffee Bean and Tea Leaf,Bo's Coffee Centrio,8.4845743,124.6508548,"Centrio Mall, 2/F Capt. Vicente Roa St, Cagayan de Oro"
7,ChIJg2CLteHz_zIR8q63YEweQUw,Coffee Bean and Tea Leaf,Highlands Coffee,8.5027741,124.601827,"Cagayan de Oro National Hwy, Cagayan de Oro"
8,ChIJxWYhEnLz_zIRZA-bEhlWDNA,Coffee Bean and Tea Leaf,Coffee Project Cagayan De Oro,8.4792483,124.6556586,"All Home, Limketkai Dr, Cagayan de Oro"
9,ChIJNU8O69zy_zIRPjG44qmub2E,Starbucks,Starbucks,8.4846048,124.6508709,"G/F Centrio Mall, Capt. Vicente Roa St, Cagayan de Oro"
11,ChIJhetiwMGM_zIRMRUz6O4RVBE,Starbucks,Blugré Coffee,8.4544708,124.6232733,"Ground Floor Door 4 VLC Tower 1 Business Park Pueblo De Oro Upper, Cagayan de Oro"
1,ChIJ7U8T7GyylzMRDYJdULU59jE,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.7651004,120.9628297,"KM 23 E1, Lias, Marilao"
2,ChIJd_gQYkSylzMRiPE3wNRnlQA,Starbucks,Starbucks,14.753259,120.956137,"SM City Marilao, Manila N Rd, Marilao"
3,ChIJb3m0SCetlzMRbGWNzDvGEqs,Starbucks,Starbucks,14.8215395,120.9234684,"Manila-bound, North Luzon Expressway North Luzon Tollway, Balagtas"
4,ChIJB43vR9islzMRTUxG-_LetHk,Starbucks,Starbucks,14.765594,120.9626011,"N Luzon Expy, Lias, Balagtas"
5,ChIJpUTDN9islzMR2Xy8udbLh_I,Starbucks,Starbucks,14.830656,120.90869,Balagtas
6,ChIJf6dKWT5TljMRwD5oXJ-LtVs,Starbucks,Starbucks,14.8507256,120.8754629,"Shell, Km E1, Guiguinto, 3015, 36 Bulacan, Quezon City"
7,ChIJK8g69_FVljMRY5YgTBk3t9U,Starbucks,Starbucks SM Center Pulilan,14.8988749,120.8704769,Pulilan
8,ChIJheWlTj5TljMReSSJJJ-FgcI,Starbucks,Shell of Asia Bulacan,14.8507938,120.875298,"E1, Guiguinto"
15,ChIJ_4VqW8HIlzMRfGF8p6Obt-M,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5345754,121.0513584,"Unit 149, Upper McKinley Rd, Taguig"
17,ChIJ25GVfvrIlzMRbyaCyOjvXzs,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5524567,121.0447505,"ES5 Burgos Cir, Taguig"
18,ChIJ7UO9ZVTIlzMRBExC-u16CWc,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf®,14.5654,121.037,"Bel-Air Power Plant Mall, Rockwell Drive cor. Estrella St., Makati City"
19,ChIJVWMiOvLIlzMR75zvI3xeZCE,Coffee Bean and Tea Leaf,The Coffee Bean and Tea Leaf,14.5505682,121.0515934,Taguig
33,ChIJU-cBDpXJlzMRhf6KNVQi4rk,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5546337,121.046098,"2 31st Street, Taguig"
36,ChIJO9o3OaHJlzMR4StEysZaJ5s,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5731799,121.0196039,"4th Floor, Ayala Malls Circuit, Makati"
40,ChIJWTkq7DrJlzMRX9PESkjzGYs,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5520728,121.0484509,"4th Floor, Central Square, 5 30th St, Taguig"
47,ChIJocfU2O_IlzMRRZdo67471t8,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf Bistro,14.5491852,121.0467806,"26th St, Taguig"
48,ChIJr4pBcDfJlzMRHQLyWQymWvQ,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.5558012,121.0532571,"9th Ave, Taguig"
50,ChIJ1UbcGu3IlzMReRvBdJGomjk,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.546121,121.054367,"SM Aura Premier, McKinley Pkwy, Taguig"
51,ChIJ_cpMhvnJlzMRQDVY5efxZKw,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5486696,121.0457278,"Ground Floor, Banco De Oro, One McKinley Place, 4th Avenue, corner 25th St, Taguig"
52,ChIJg_hvD_XIlzMRMdO7UBExmhU,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5565705,121.0538622,"Unit C4, 8th Avenue, Makati"
55,ChIJF0rxH4u3lzMR2hCjPbilpUQ,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf - TriNoma,14.6474434,121.03688,"Bago Bantay, Quezon City"
57,ChIJXy1SUAK3lzMRg2K4RAq1ADY,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.6516975,121.0356805,"Vertis North, Quezon City"
58,ChIJmbrAqW7JlzMRdlioltyjWG0,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf - PHINMA,14.564046,121.0373539,"39 Plaza Drive, Rockwell Center, Makati"
59,ChIJi0jdZL-3lzMRnPmjPiW33n0,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf,14.6128072,120.990199,"1238 A H Lacson St, Sampaloc, Manila"
