,id,brand,name,lat,lng,vicinity
1,ChIJr9X-PBg8pTMRNkx2nSczIJo,Starbucks,Starbucks,8.003027399999999,124.2746127,"8.003027, 124.274613, Abu Ubaydah Ibn Al-Jaraah St, Marawi City"
1,ChIJO7IHF4vlrjMRVE8Cum8zBMw,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,10.7167326,122.5461471,"Festive Walk Mall, Megaworld Blvd, Mandurriao, Iloilo City"
2,ChIJV_XpeWblrjMR8iFmbfcOU-g,Coffee Bean and Tea Leaf,Starbucks,10.694803,122.5650478,"Mabini St, Iloilo City Proper, Iloilo City"
3,ChIJC6HNfjnlrjMRFzvKXuKLkOs,Coffee Bean and Tea Leaf,Starbucks,10.7149181,122.5518495,"SM City, Benigno Aquino Ave, Mandurriao, Iloilo City"
4,ChIJj5yM1kflrjMROZ886Zdlxak,Coffee Bean and Tea Leaf,Madge Cafe,10.7064908,122.5487874,"Shops at Atria, Donato Pison Ave, Brgy. San Rafael Mandurriao, Iloilo City"
5,ChIJfzDyeEblrjMRzqY414Nh9lw,Coffee Bean and Tea Leaf,Dakasi,10.7033258,122.5509164,"Ayala Technohub, Glicerio Pison Ave., Diversion Road, San Rafael, Mandurriao, Iloilo City"
6,ChIJw3rnqBPlrjMREnUISZY91DQ,Coffee Bean and Tea Leaf,Madge Cafe,10.7086832,122.5677466,"Lapaz Public Market, Cor. Rizal-Huervana Sts., La Paz, Iloilo City"
8,ChIJ5zxoGTPlrjMRkvW3Dn2nVak,Starbucks,Starbucks,10.7175066,122.5467332,"Unit A9-A10, Megaworld Blvd, Mandurriao, Iloilo City"
9,ChIJwwbNAbPlrjMRpUseS3JohA8,Starbucks,Starbucks,10.7175066,122.5467329,"Megaworld Blvd, Mandurriao, Iloilo City"
11,ChIJg3o2Y4LlrjMRE7Pp6DQSJD8,Starbucks,Highlands Coffee,10.692062,122.5832508,"Iloilo City Proper, Iloilo City"
12,ChIJczuFeUblrjMRdTVytyvxJyw,Starbucks,Bluejay Coffee & Company,10.7033911,122.5509151,"Ayala Technohub, Glicerio Pison Ave, San Rafael, Mandurriao, Iloilo City"
13,ChIJf96gVkLlrjMRcT3KTylVzq4,Starbucks,Coffeebreak Café,10.7004152,122.5575973,"General Luna St, Iloilo City Proper, Iloilo City"
14,ChIJy_KjKmzlrjMR0T51nU_KmZc,Starbucks,Coffeebreak Café,10.7014088,122.5683139,"The Atrium Mall, General Luna St, Danao, Iloilo City"
15,ChIJhywOKkTlrjMR1PMBlzStfpo,Starbucks,Local Coffee HQ (LoCo),10.7033548,122.5516242,"San Jose Street, Mandurriao, Iloilo City"
16,ChIJG6YBSTDlrjMRMFtJ1s5ufTY,Starbucks,Festive Walk Mall,10.7171634,122.5461469,"Megaworld Blvd, Mandurriao, Iloilo City"
34,ChIJp3PFl1XJlzMRvZZg9dyLpCw,Starbucks,Starbucks,14.530066,120.988999,Parañaque
37,ChIJbx0buRvMlzMR_D7KwtAPOvw,Starbucks,Starbucks | Okada Manila,14.5136453,120.9806122,"Okada Manila, New Seaside Dr, Tambo, Parañaque"
39,ChIJTQJeZePLlzMRoSQk4IKwiaI,Starbucks,Starbucks Coffee Five ECom Center,14.539467,120.9826,"G/F Five ECom Center, Bayshore Ave, Pasay"
40,ChIJLfdBmujLlzMR2fF7LvMHJkM,Starbucks,Starbucks Coffee Reserve Three E-Com Center,14.5410934,120.9809148,"MOA Complex, Ground Floor Three E-Com Center, Seaside Boulevard, cor Ocean Dr, Pasay"
43,ChIJjfKM8FfJlzMR_FFXlpQ8Hzo,Starbucks,Starbucks | MET Live,14.5366748,120.9882598,"MET Live Mall, Diosdado Macapagal Blvd, Pasay"
44,ChIJIy4LYB_KlzMRUQOiaqhlUis,Starbucks,Starbucks,14.589709,120.983344,"Ground Floor SM City Manila, Natividad Almeda-Lopez, Manila"
45,ChIJZ5l8zV3LlzMRWqYCufBvHhA,Starbucks,Starbucks Shore Residences,14.5419112,120.9847887,Pasay
46,ChIJtSooqmTPlzMRcxGg_8YI2Ds,Starbucks,Starbucks Reserve | Ayala Malls Manila Bay,14.5229837,120.9893091,"Diosdado Macapagal Avenue, corner Aseana Ave, Parañaque"
47,ChIJ6-FilFXPlzMRewF7eVHSH2M,Starbucks,Starbucks | Okada Manila Coral Wing,14.5122444,120.980406,"Okada Manila, New Seaside Drive, Entertainment City, Parañaque City 1701, Pasay"
51,ChIJZwLS7yXKlzMRjZLaJAPQJWc,Starbucks,Starbucks,14.580305,120.981022,"532 United Nations Ave, Ermita, Manila"
52,ChIJTwp6e_zLlzMRAdcEXtpTuXA,Starbucks,Starbucks 2,14.535068,120.982461,"Sm Mall Of Asia Complex, Jose W. Diokno Boulevard, Pasay"
53,ChIJJ6hn_eHLlzMRptiGTaMwWVA,Starbucks,Starbucks Moa,14.5354175,120.9826848,Pasay
54,ChIJU1_hR1LLlzMRvMmsr-lY7Uk,Starbucks,Starbucks Philippines - SM by the BAY,14.5334469,120.9792725,"Bldg. H SM by the BAY, Seaside Blvd., SM Mall of Asia Complex, Pasay"
55,ChIJC1Z5AynKlzMRZPBMt3BGHTE,Starbucks,Starbucks Robinsons Place Adriatico Wing,14.5762648,120.9842043,"M. Adriatico St, Ermita, Manila"
56,ChIJGfgpyG_PlzMRmihDVP6VOeA,Starbucks,Starbucks Reserve Ayala Malls Manila Bay,14.523233,120.9877159,"Unnamed Road, Tambo, Parañaque"
57,ChIJj2ZoEwvLlzMRUP1a-zr0isY,Starbucks,Starbucks JP Laurel Building,14.5730793,120.9818376,"Pedro Gil Cornel Roxas Boulevard, Malate, Manila"
58,ChIJpTF_iivKlzMRrrGx6_ARYyM,Starbucks,Starbucks JP Laurel Building,14.5730793,120.9818376,"Pedro Gil Cornel Roxas Boulevard, Malate, Manila"
82,ChIJPXcGg9zTlzMR9fUhNV7caOg,Starbucks,Starbucks Vermosa,14.3815344,120.9579417,Imus
135,ChIJ__-PVjjQlzMRuzILKXqb2zU,Starbucks,Starbucks,14.4170343,121.0476194,"T. Molina, Alabang, Muntinlupa"
140,ChIJNSqi0f_RlzMR0gObumuWOmY,Starbucks,Starbucks Village Square,14.4278803,121.0205119,"GF, The Village Square Mall Alabang La Fuerza Compound, 1750 Alabang–Zapote Road, Almanza Uno, Las Pinas"
7,ChIJBTOfXQucqTMRtUrjs8Q5MxI,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,10.282137,123.8798355,"SM Seaside, F. Vestil St., Cor SRP, Cebu City"
10,ChIJT7YvGGOXqTMRMm__xw2uDqg,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,10.3152679,123.9784478,Lapu-Lapu City
41,ChIJTfIrZQucqTMR4d2ifDwGmIQ,Starbucks,Starbucks,10.2819888,123.8798001,"SM Seaside City, Cebu South Coastal Rd, Cebu City"
45,ChIJcetzX2OXqTMR9mD3qBHnW04,Starbucks,Starbucks,10.3164152,123.9792792,"Pre-terminal area MCIA, Airport Road, Lapu-Lapu City"
50,ChIJL2Jnn3-XqTMRBKdcSosSzrw,Starbucks,Starbucks,10.325193,123.977541,"MEPZ 1, Lapu-Lapu City"
55,ChIJT9DHu2eXqTMRJmt7pm_bfaI,Starbucks,Starbucks,10.3078299,124.0136585,"G/F Retail, 8 Newtown, Newtown Blvd"
61,ChIJcbsmD8GXqTMR_sBGNlstI0k,Starbucks,Starbucks MCIA Airport Village,10.3163535,123.9788783,"Cebu Mactan Airport Ground Level, Lapu-Lapu City"
65,ChIJ2d2KpD6dqTMRF3RH4Alobkk,Starbucks,Caffe Hausbrandt,10.2821743,123.8811946,"SM Seaside City, Cebu City"
67,ChIJlWqjnH-XqTMR8zFR9Uo6YLM,Starbucks,Mactan Marina Mall,10.3257465,123.9774704,"MEPZ 1, Lapu-Lapu City"
69,ChIJxZVwDe-ZqTMROe5uoNq1A6g,Starbucks,Bo's Coffee,10.3022292,123.9623571,Lapu-Lapu City
77,ChIJqR3f-o6ZqTMRYHtjUIbzJ4Q,Coffee Bean and Tea Leaf,The Good Cup Coffee Company,10.3068311,123.8968194,"F. Ramos St, Cebu City"
78,ChIJp2mNyhiZqTMRxU7Ju0goKgY,Coffee Bean and Tea Leaf,Cafe Georg,10.3297711,123.909749,"Ground Floor MLD Building, Gov. M. Cuenco Ave, Cebu City"
79,ChIJzzY8YVqZqTMRB_GQ_LFn9zg,Coffee Bean and Tea Leaf,Lavada Cafe,10.304183,123.898092,"332 Junquera St, Cebu City"
40,ChIJGeu7zGHJlzMRIx8nEIzJfEo,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5532917,121.0551286,Taguig
49,ChIJg-LXofTIlzMR_0Lm9--ifTU,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5565705,121.0538621,"Unit C4, 8th Avenue, Makati"
54,ChIJBY-H8MbIlzMRty98q9-P3nU,Starbucks,Starbucks,14.5306213,121.0527712,"Science Hub Tower 4, Taguig"
76,ChIJs-qaQvLIlzMR3bUhSvlRpJY,Starbucks,Starbucks,14.549672,121.0528209,"3rd Floor, Quadrant 6, Fully Booked Building, 11th Avenue, Global City, Taguig"
77,ChIJ696zTAnJlzMRvPHQw1piGoc,Starbucks,Starbucks,14.5586387,121.0175175,"6788 Ayala Ave, Legazpi Village, Makati"
94,ChIJda-izwbJlzMR-qHZqgrQNQ8,Starbucks,Starbucks Reserve 14 Jupiter St.,14.5572476,121.0341494,"14 Jupiter, Makati"
96,ChIJ1xhCXsHIlzMRFVFjtGku2QI,Starbucks,Starbucks,14.5343526,121.0510707,"Unit R-103,104, Upper McKinley Rd, Taguig"
106,ChIJrxdgyE_JlzMRtjlFZsvdelk,Starbucks,Starbucks Reserve,14.547266,121.05081,"26th Street, corner 9th Ave, Taguig"
136,ChIJx-RT2S7OlzMRjhhaTDfgHoE,Tim Hortons,Tim Hortons,14.4451568,121.0289063,"39 Aguirre Ave, Parañaque"
137,ChIJte83Q6TOlzMRyBhcJaVobEo,Tim Hortons,Tim Hortons Philippines,14.511791,120.995477,"264 Quirino Ave, Tambo, Parañaque"
147,ChIJWzozD7jPlzMRzCVO5ApClzc,Coffee Project,Coffee Project | Lakefront,14.4568443,121.0457603,"The Wharf at Lakefront, E Service Rd, Sucat, Muntinlupa"
166,ChIJ_5IOHzbQlzMRIOzHxOvSm7g,Coffee Bean and Tea Leaf,Bean Leaf,14.416028,121.04056,"K209, Festival Mall, Filinvest, Alabang, Muntinlupa"
195,ChIJB54BJxnRlzMR33qFIuVb5t4,Coffee Project,Coffee Project Black,14.37682,121.0127413,"Almanza Dos, Bacoor"
217,ChIJDSJqM4LPlzMRLji2JM9Juzg,Starbucks,Starbucks - NAIA Terminal 3,14.5182215,121.0150055,"Level 3, International, NAIA Terminal 3 Departure Area Ramp, Pasay"
234,ChIJr8rLwWbPlzMRSzPeJJVi994,Starbucks,Starbucks - NAIA 3 Kiss & Fly,14.519522,121.0142531,"NAIA Terminal 3, Level 3, Pasay"
1,ChIJuSe20IEBoTMRQV0i8RgEhW4,Starbucks,Starbucks,13.1478869,123.7520623,"4/F Ayala Malls Legazpi, Quezon Ave, Legazpi Port District, Legaspi"
2,ChIJr-7V1BoDoTMRZQIe_6Vin3Y,Starbucks,Starbucks,13.1435338,123.7440646,"G/F SM City, Imelda Roces Ave, Legazpi City"
3,ChIJO2DvG9EDoTMR1weVDbBupuY,Starbucks,Starbucks,13.1390621,123.7437995,"GF Keyland Center - former NAC bldgDela Rosa cnr Adelantado St, Legazpi Village, Makati"
1,ChIJYcpVdt5vvTMRGMJlN3Vq46Q,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.0072379,121.16937,"The Outlets, LIMA Technology Center, Lipa"
5,ChIJtxrt20JvvTMRrx3mupNXbAM,Starbucks,Bialetti Caffe,14.0792558,121.1503883,"R Venue Bldg., Pres. J.P. Laurel Highway, Tanauan"
6,ChIJZ4cD9iBvvTMRei6_UIqGVZc,Starbucks,Purple Beetle Cafe,14.0068658,121.1676554,"The Outlets, LIMA Technology Center, Lipa"
7,ChIJmQSJj2hvvTMRTkVzQv7aYMA,Coffee Project,Pastry project,14.0805352,121.1447098,Tanauan
8,ChIJ0a3Jh-IPvTMRF1a4YzdUaNg,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,13.7877016,121.0601926,"Batangas Healthcare Specialits Medical Center, Diversion Road, Batangas"
12,ChIJPWbETZtsvTMR6fDbLkG5h14,Starbucks,Starbucks,13.9546201,121.1643476,"1st floor, SM Lipa Annex, Lipa"
13,ChIJ1UPcmr5svTMR7S8LFVrakWs,Starbucks,Starbucks,13.943898,121.1533115,"J., 1 President Jose P. Laurel Hwy, Lipa"
1,ChIJ78o9nm1NvTMRPmEnVnTxk7w,Starbucks,Starbucks,13.9413874,121.624704,"NW Entrance, G/F SM, Lucena"
17,ChIJA40yJn-3lzMRwso9Vv5TnQM,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.6407678,121.0743275,"GF Regis Center, 327 Katipunan Ave., Loyola Heights, QC, Katipunan Ave, Lungsod Quezon"
49,ChIJawScKPa3lzMRXnYikz1HS_M,Starbucks,Starbucks,14.6078343,121.0803207,"1110 Eastwood Ave, Bagumbayan, Quezon City"
53,ChIJtVI5dGzIlzMRtPFBGyEm6y8,Starbucks,Starbucks,14.5744208,121.0624319,"Capitol Commons, Camino Verde Rd, Pasig"
55,ChIJ_4fvnm3IlzMR_14s1rdu1ic,Starbucks,Starbucks,14.5747294,121.0667046,"Crisanta Tower, 325 Capt. Henry P. Javier, Pasig"
56,ChIJNWkZOxXIlzMRxq2DVwaSEAE,Starbucks,Starbucks,14.5793175,121.0586129,"17, 1605 San Miguel Ave, San Antonio, Pasig"
70,ChIJ2bzKD9-3lzMRPK0jlM3oEno,Starbucks,Starbucks,14.601856,121.05294,"Missouri St, Greenhills PO, San Juan"
76,ChIJ_V5dChfIlzMREPRBJVirAl8,Starbucks,Starbucks,14.5845922,121.0572365,"Mega Atrium A, Ground Floor, Doña Julia Vargas Ave, Ortigas Center, Mandaluyong"
81,ChIJ_eF6qBPIlzMRc05Fuo5W0q8,Starbucks,Starbucks - Ayala Malls The 30th,14.5803731,121.0640335,"30 Meralco Ave, Ortigas Center, Pasig"
87,ChIJz8UXzEHIlzMRtRBcvdpIeMQ,Starbucks,Starbucks,14.57619,121.0554,"Rockwell Business Center Sheridan, 66-70 Sheridan cor United Sts., Mandaluyong"
91,ChIJaYu5G2rIlzMRwF1Ftfsw7qM,Starbucks,Starbucks,14.5739538,121.0575278,"749 Pioneer St, Pasig"
95,ChIJr8I42cTJlzMRbb5T1Rm0h-w,Starbucks,Starbucks,14.5858703,121.0566605,"UG SM Megamall A, Ortigas Center, Pasig"
103,ChIJeWrZtn3JlzMR0xybsapFAPg,Tim Hortons,Tim Horton's - Capitol Commons,14.5765122,121.0638708,"G/F Estancia Mall, Capitol Commons, Meralco Ave, Ortigas Center, Pasig"
130,ChIJPTvOA4S3lzMRkZ2lF400cHo,Coffee Project,Infinitea Project 4,14.6289639,121.069628,"J.P. Rizal Street, Project 4, Lungsod Quezon"
132,ChIJu-BgOevIlzMRuvlZ_dlaTbc,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5412309,121.0553805,"Shell C5 Pembo, C-5, Taguig"
133,ChIJ76lYxqPIlzMRfvOex8hUkuM,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf,14.5317331,121.0722712,Taguig
164,ChIJM8OiCsPIlzMRmf7u4NfeX3g,Starbucks,Starbucks,14.5350108,121.0478032,"McKinley Hills, 10 Upper McKinley Rd, Taguig"
166,ChIJ6aJd6dzIlzMRY2MYS5oTX8s,Starbucks,Starbucks,14.5358576,121.0436883,Taguig
167,ChIJyyDTg-nIlzMRhDxfJmXD1LQ,Starbucks,Starbucks,14.5408671,121.0503183,"Fort Bonifacio, Global City Space 102, Ground Floor, Taguig"
168,ChIJ_Xbde7nIlzMROZYmiSMYTLc,Starbucks,Starbucks,14.529907,121.0608618,"Levi Mariano Avenue, Taguig"
171,ChIJyyDTg-nIlzMRey4i-FoOfWI,Starbucks,Starbucks,14.5408671,121.0503183,"GF Science Hub Tower 4 McKinley Hill Cyberpark, Taguig"
226,ChIJn4rpFqnJlzMRutXXgmwTIVY,Coffee Project,Coffee Project Vista Place,14.5300352,121.0597601,Taguig
227,ChIJz7FwyKPIlzMRdF9lJAztCXs,Coffee Project,Coffee Project - All Home Taguig,14.5320162,121.0723373,Taguig
233,ChIJQ2AJelLJlzMRw-NbyVE18gM,Coffee Project,Coffee Project Vista Mall Taguig,14.5320386,121.0723534,"2nd Floor, Vista Mall Taguig, Levi Mariano Avenue, Taguig"
239,ChIJVbjovYzIlzMRHoCPr8RsOJA,Coffee Bean and Tea Leaf,The Coffee Bean and Tea Leaf - Every Nation Building,14.551938,121.057805,Taguig
256,ChIJX8qQuRnIlzMRh2rp95Sr-Eo,Coffee Bean and Tea Leaf,Coffee Bean And Tea Leaf,14.5902769,121.0601555,"Ortigas Ave, Ortigas Center, Quezon City"
266,ChIJh0Dh71_JlzMRVGDz4kONV58,Starbucks,Starbucks,14.5584102,121.0542379,Taguig
268,ChIJHXb7KvPIlzMRPvWOtSvt9n0,Starbucks,Starbucks Coffee,14.5508757,121.0559336,"Market Market, 26th, Taguig"
274,ChIJ288IV3jJlzMRJEIiix3smao,Tim Hortons,Tim Hortons,14.5490983,121.0564467,"Ground Floor Market! Market!, McKinley Pkwy, Taguig"
303,ChIJZ0J0vAfKlzMRzbYDaY0if9Y,Starbucks,Starbucks,14.6095042,120.978057,"Tondo, Manila"
304,ChIJW05wG__JlzMRXxLbuk4KZO4,Starbucks,Starbucks,14.6071455,120.9887947,"G/F, i Tower, Padre Noval St, Sampaloc, Manila"
310,ChIJzQQ8SMDLlzMRfhh4RRL1e0M,Starbucks,"Starbucks - Herald Building (Muralla Street, Intramuros)",14.5929761,120.9777187,"61 Muralla St, Intramuros, Manila"
312,ChIJZzQ0lobJlzMRlpR9ZBQlfYc,Starbucks,Starbucks,14.5595279,121.0091391,"G/F Avida Tower Asten, Malugay Street, Makati"
313,ChIJe4_4fBDKlzMRkSCD1uZ4hAg,Starbucks,Starbucks,14.5986026,120.9757403,"483 Quintin Paredes Rd, Binondo, Manila"
317,ChIJndI697S3lzMRxMmE4uVcpqM,Starbucks,Starbucks Mega One,14.6175954,121.0011334,"1008 España Blvd, Sampaloc, Manila"
9,ChIJtXaipgNTljMRs9NjR2EYByU,Starbucks,Starbucks Malolos,14.8395764,120.8581784,Malolos
11,ChIJIcZ-kp6xlzMREHk4ShWKXec,Starbucks,"Starbucks, SM Novaliches",14.7075601,121.0382699,"Novaliches, Quezon City"
104,ChIJ9dh4YwC2lzMRiOPN3fwAdgw,Starbucks,Starbucks,14.610588,120.98694,"Pacific Suites, Dapitan St, Sampaloc, Manila"
156,ChIJ86w3BWmwlzMR_4ybsQp4Ivc,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.7367855,121.0599911,"Maligaya St, Novaliches, Quezon City"
201,ChIJ--fr_r63lzMRzZnUYcCBwR4,Starbucks,Starbucks,14.6119124,121.0542498,"515 Epifanio de los Santos Ave, Quezon City"
208,ChIJFUQFLtW3lzMRmFQPP0CriXU,Starbucks,Starbucks,14.6048923,121.0339093,"Santolan Town Plaza, 276 Col. Bonny Serrano Ave, San Juan"
1,ChIJox049MhTljMRSiJWFbXhjy0,Starbucks,Starbucks,14.8500599,120.8241067,"Unit 110 - 113a, MacArthur Highway, Malolos"
4,ChIJl8Fd-5lUljMRJAWkukZN6eI,Starbucks,Starbucks,14.8862318,120.8677542,"Blk 25 lot 1-4 Don Juan Avecor Plaridel St Nepo CenterAngeles City, 03 2009"
7,ChIJdeK5_cBRljMRSBM02e9UNKQ,Coffee Project,Coffee Project,14.8753768,120.797064,"45 MacArthur Highway, Malolos"
8,ChIJ_____z9NljMRX8G2YNzXhSw,Starbucks,Starbucks Coffee North Luzon,14.7716552,120.8728615,"Bulacan North Luzon Expressway, Manila-Bound, Balagtas"
21,ChIJC7qpBVWcqTMRhnE8KFk42Gg,Coffee Bean and Tea Leaf,Winter Belle,10.2669867,123.8434036,"Antuwanga, Talisay"
25,ChIJP7Bxkm2ZqTMR2txkkZ8-tgg,Coffee Bean and Tea Leaf,Island Tea Co. SM City Cebu Branch,10.3106427,123.9185121,2nd Floor SM City
30,ChIJWTzVhE6ZqTMRMrUeoET0WYk,Coffee Bean and Tea Leaf,Bubble Tea Station,10.3102072,123.8921805,"G/F Robinsons Cybergate, Cebu City"
31,ChIJjVOZSUiZqTMRgTrLdSr6Q_A,Coffee Bean and Tea Leaf,Coffee Notes Caffe,10.3156538,123.8944474,"Arcade, c1&c2 Ma. Cristina, M. P. Yap St, Cebu City"
53,ChIJK9Au4lGZqTMRvSadTjLa-Gg,Starbucks,Starbucks 525 Primeway Plaza,10.3090339,123.894871,"F. Ramos St, Cebu City"
61,ChIJlcEqzkiZqTMRU7Q8BcVN_Pw,Starbucks,Bo's Coffee Baseline Residences,10.3125238,123.8948822,"Juana Osmeña St, Cebu City"
63,ChIJ35410xuXqTMRfG7LlzOmTys,Starbucks,The Mactan Newtown,10.3082607,124.0112374,"Newtown Blvd, Lapu-Lapu City"
71,ChIJ3-jNcyGZqTMREso43n4kNUw,Coffee Bean and Tea Leaf,Dakasi IT Park Ebloc 3,10.3311382,123.9048317,"V. Padriga St, Cebu City"
32,ChIJS5nyOP7JlzMR7Bm62LX-Yl4,Starbucks,Starbucks,14.6080289,120.9914107,"G/F, One Torre de Santo Tomas, 860 M.F. Jhocson, corner España Blvd, Sampaloc, Manila"
33,ChIJy0fGoP21lzMRTCGtwptn28I,Starbucks,Starbucks Coffee,14.6179834,120.985416,"SM City San Lazaro, Upper Ground Floor, Lacson Ave Ext, Manila"
41,ChIJPSr6yQG2lzMRrfAksQ9ptQ4,Starbucks,Starbucks UST,14.6105378,120.990823,"UST Multi-Deck Carpark, Father Roque Ruaño Dr, Sampaloc, Manila"
48,ChIJKyDcOP22lzMRopkbjFEqhBE,Starbucks,Starbucks,14.6524265,121.035876,"1359 EDSA-North Ave Terminal, Quezon City"
53,ChIJOxqiaDS3lzMRSwTGyWnhIpg,Starbucks,Starbucks,14.6524265,121.035876,"Unnamed Road, Bago Bantay, Quezon City"
59,ChIJYQ6oZv22lzMRo9V4j9bmNd4,Starbucks,Starbucks Coffee,14.6524265,121.035876,"Trinoma Mall, 1601e N Ave Cor Mindanao Ave, Bagong Pagasa, Quezon City"
60,ChIJq8XFQj-3lzMRscG-ahpyIFU,Starbucks,Starbucks - Shell,14.6425663,121.034092,"1609, 1104 Quezon Ave, Quezon City"
61,ChIJQ8fVb7W3lzMRlhpN1Wpoyfk,Starbucks,Starbucks E.Lopez Drive,14.639029,121.034347,"84 Sct. Tuason St, Diliman, Quezon City"
62,ChIJ50zgBkm3lzMRo6yUTkzSrYw,Starbucks,Starbucks Reserve,14.6140391,121.0384932,"Upper Ground Floor, Robinson's Magnolia, Aurora Blvd, Quezon City"
74,ChIJxwexLXS3lzMR9DoKUezNyfQ,Coffee Project,Moonleaf Tea Shop Project 7,14.656081,121.022167,"38 Dangay, Project 7, Quezon City"
75,ChIJ18Rnd0O3lzMRZTevyh-DChI,Coffee Project,MICHI Milk Tea Project 7,14.6549551,121.0269451,"138 Dangay Street, corner Bansalangin, St, Quezon City"
154,ChIJM7x8mx3JlzMRdsMUTexT6Fw,Starbucks,Starbucks San Antonio Arcade - McKinley,14.5469585,121.0347246,"San Antonio Plaze Arcade, McKinley Rd, San Antonio"
266,ChIJwSiDGfXIlzMRtdVSanHe_m8,Starbucks,Starbucks,14.5567883,121.0541293,"9th Ave, Taguig"
299,ChIJT941w-LJlzMRpx9pz3O03mE,Tim Hortons,Tim Hortons,14.5873337,121.0772189,Pasig
318,ChIJ95wKLLC5lzMRX5LxtWB7HoE,Coffee Project,The Chef’s Project,14.6426379,121.1042206,"4, 1800 Mayor Gil Fernando Ave, Marikina"
320,ChIJiWXuKwm3lzMRt3paYWvhZsQ,Coffee Project,Upper Room Café,14.656962,121.0217948,"Epifanio de los Santos Avenue, cor Lanutan, Project 7, Quezon City"
321,ChIJc7rdYCy1lzMR8UgXRck0wUg,Coffee Project,Tea Project Caloocan,14.6559839,120.9854694,"146, 1403 L. Bustamante, East Grace Park, Caloocan"
322,ChIJT3eCMZC3lzMR4P_n1Op--L0,Coffee Project,"MiPanda Milk Tea, Project 6, QC",14.6618541,121.0409113,"21 Rd 8, Project 6, Quezon City"
9,ChIJBzWdh6mwlzMRANdcNbzX3VQ,Starbucks,Starbucks,14.684567,121.0770483,"Ground floor The Rock, Holy Spirit Dr, Quezon City"
25,ChIJt6-HQUexlzMRJBWSd7mc7U0,Starbucks,Starbucks FEU-NRMF,14.6993593,121.0674674,"Regalado Ave, Novaliches, Quezon City"
27,ChIJL0-QfSy3lzMRyb1ikbYfSEk,Starbucks,starbucks,14.6591978,121.0447158,"27, 1128 Visayas Ave, Quezon City"
29,ChIJUxpzgJuxlzMRo7WcJAq2t7g,Starbucks,Starbucks Fairview Terraces,14.735839,121.060168,"Garden, Ayala Fairview Terraces, Novaliches, Quezon City"
33,ChIJlefA6FOxlzMRbKcuEmnPFtk,Tim Hortons,Tim Hortons,14.7329218,121.0594306,"Quezon City, Novaliches"
34,ChIJt6JWNnuvlzMRHAPPrbOXOgI,Coffee Project,Coffee Project,14.8143202,121.0721274,"Starmall, San Jose del Monte City"
38,ChIJ_-4JXuG3lzMRHsIwDx6AW-g,Coffee Project,Zap Milktea Project 6,14.6642182,121.0382107,"147, 1100 Rd 3, Project 6, Quezon City"
41,ChIJLatkRxu3lzMRLe67bhof9gE,Coffee Project,FreshQuorner,14.6629857,121.0431552,"53-A Road 8, cor Rd 3, Project 6"
135,ChIJVTFPbe3IlzMR6os1DFuLblI,Starbucks,Starbucks,14.5465589,121.054715,"131 McKinley Pkwy, Taguig"
153,ChIJ7T_3_uzIlzMRLjMFEvBSYos,Starbucks,Starbucks,14.5455155,121.0538059,"Ground Floor, SM Aura Premier, Carlos P. Garcia Avenue, Bonifacio Global City, Taguig"
215,ChIJJ20dAVG5lzMR5G7K2KzHvbA,Coffee Project,The Milktea Project- Marikina,14.6506485,121.1079705,"41 Bayan-Bayanan Ave, Marikina"
114,ChIJFZ7Bq_PIlzMRXzaAnULQ3Sw,Starbucks,Starbucks,14.551258,121.0532631,"BGC Corporate Center, 30th St, Taguig"
196,ChIJHW8SFkd9vTMRC1-NY1t8Xgs,Starbucks,Starbucks,14.241253,121.0578772,"Space 101, Lakeside, Evozone Nuvali, Solenad, Santa Rosa - Tagaytay Rd, Santa Rosa"
1,ChIJ5-PsLhCNoTMR_-6C5HZBAnI,Starbucks,Starbucks SM Naga,13.6217458,123.1898981,"SM City Naga, Panganiban Drive, Triangulo, Central Business District II, Naga"
2,ChIJSc9LfzTzoTMR5u-oE1Ehrbc,Starbucks,Starbucks,13.6309794,123.1968524,"La Piazza, Magsaysay Avenue, Corner Dayangdang St., Barangay Balatas, Naga"
3,ChIJ7Vz1zLeMoTMRtSpG2bv8TUA,Starbucks,Rafabel's,13.6215158,123.1904107,Naga
3,ChIJb7trEKieqTMR0vPchE6I9HM,Coffee Bean and Tea Leaf,Jasmine Tea House,10.3004092,123.8757505,PH Cebu
6,ChIJl-lejGudqTMR8pQBVp7ql_I,Coffee Bean and Tea Leaf,lakwatsa milktea house bulacao,10.2757581,123.8516701,Cebu City
1,ChIJ_VsA3xBxljMRXHQ12o7D39Q,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.8243443,120.2803942,Subic Bay Freeport Zone
